id_tracking_student,NIM,id_tracking_company,student_name,internship_semester,company,position,jenis_penempatan,progress_student,last_update,rejection
TS12338,20217305,TC3563,Rangga Rahmawati,6,PT Perkasa Global,Content Writer,Magang,Rejected,2023-11-11,Rejection Study Case
TS12339,202214286,TC3563,Ilham Maulana,5,PT Perkasa Global,Content Writer,Magang,Finish,2023-11-07,Ghosting
TS12340,202021922,TC3563,Lukman Utami,9,PT Perkasa Global,Content Writer,Magang,Interview User,2023-09-27,On Progress
TS12341,20222883,TC3564,Umar Budiman,5,PT Gemilang Utama,Data Analyst,Part-time,CDC Briefing Student,2023-10-16,On Progress
TS12342,20201876,TC3564,Hanif Adriansyah,7,PT Gemilang Utama,Data Analyst,Part-time,Rejected,2023-11-10,Rejection Interview User
TS12343,20211349,TC3564,Surya Febriani,7,PT Gemilang Utama,Data Analyst,Part-time,FU 1,2023-10-21,On Progress
TS12344,20218681,TC3564,Sari Budiman,5,PT Gemilang Utama,Data Analyst,Part-time,Study Case,2023-10-19,On Progress
TS12345,20235555,TC3565,Lutfia Budiman,3,CV Techno Terapan,Marketing Staff,Magang,Rejected,2024-01-19,Rejection Study Case
TS12346,20213899,TC3565,Lutfia Syahputra,5,CV Techno Terapan,Marketing Staff,Magang,CDC Briefing Student,2024-01-17,On Progress
TS12347,202023233,TC3565,Wulan Sulistyo,8,CV Techno Terapan,Marketing Staff,Magang,Placement,2024-03-30,Placement
TS12348,20231048,TC3565,Oscar Nugraha,3,CV Techno Terapan,Marketing Staff,Magang,Placement,2024-04-06,Placement
TS12349,202017573,TC3566,Taufik Nugraha,8,PT Kreasi Pratama,Research Associate,Magang,Finish,2023-10-30,Ghosting
TS12350,202214316,TC3566,Aldi Safitri,5,PT Kreasi Pratama,Research Associate,Magang,Placement,2023-11-30,Placement
TS12351,202116843,TC3567,Januar Dewi,5,CV Cipta Pratama,HR Intern,Magang,Rejected,2024-02-26,Rejection Study Case
TS12352,20224556,TC3567,Bayu Firmansyah,5,CV Cipta Pratama,HR Intern,Magang,Placement,2024-05-01,Placement
TS12353,202124368,TC3567,Anggi Putra,6,CV Cipta Pratama,HR Intern,Magang,CDC Briefing Student,2024-02-14,On Progress
TS12354,202222612,TC3568,Rendy Hidayat,5,PT Mandiri Konsultan,Product Manager Intern,Magang,CDC Briefing Student,2023-11-09,On Progress
TS12355,20239459,TC3568,Hendra Pratama,2,PT Mandiri Konsultan,Product Manager Intern,Magang,Rejected,2023-12-31,Rejection Final Interview
TS12356,202219061,TC3568,Olivia Firmansyah,5,PT Mandiri Konsultan,Product Manager Intern,Magang,CDC Briefing Student,2023-11-02,On Progress
TS12357,20228299,TC3569,Kirana Mahendra,5,PT Gemilang Pratama,Data Analyst,Magang,Rejected,2023-10-23,Rejection Screening CV
TS12358,202322556,TC3569,Vino Kusuma,3,PT Gemilang Pratama,Data Analyst,Magang,Placement,2023-11-09,Placement
TS12359,202018222,TC3569,Krisna Hidayat,8,PT Gemilang Pratama,Data Analyst,Magang,Rejected,2023-12-10,Rejection Screening CV
TS12360,20203958,TC3569,Yoga Syahputra,8,PT Gemilang Pratama,Data Analyst,Magang,Rejected,2023-10-25,Rejection Interview User
TS12361,202219795,TC3569,Dani Adriansyah,4,PT Gemilang Pratama,Data Analyst,Magang,Placement,2023-10-20,Placement
TS12362,20204251,TC3569,Zahra Wijaya,7,PT Gemilang Pratama,Data Analyst,Magang,Finish,2023-11-09,Placement
TS12363,20225641,TC3570,Qori Utami,3,PT Bina Perkasa,Research Associate,Magang,Rejected,2023-11-17,Rejection Screening CV
TS12364,202123981,TC3570,Lukman Putra,5,PT Bina Perkasa,Research Associate,Magang,Ghosting,2024-01-08,Ghosting
TS12365,202018539,TC3570,Fani Putra,9,PT Bina Perkasa,Research Associate,Magang,Interview User,2023-12-05,On Progress
TS12366,20219382,TC3571,Galih Syahputra,6,PT Inovasi Media,HR Intern,Part-time,Rejected,2023-10-02,Rejection Screening CV
TS12367,202215324,TC3571,Erlangga Fitriani,5,PT Inovasi Media,HR Intern,Part-time,Rejected,2023-10-19,Rejection Interview User
TS12368,20228190,TC3571,Aditya Mahendra,4,PT Inovasi Media,HR Intern,Part-time,FU 3,2023-10-03,On Progress
TS12369,20218909,TC3571,Krisna Prasetya,7,PT Inovasi Media,HR Intern,Part-time,Placement,2023-10-30,Placement
TS12370,202022576,TC3571,Rendy Nugroho,7,PT Inovasi Media,HR Intern,Part-time,Rejected,2023-10-21,Rejection Interview User
TS12371,20223035,TC3571,Rafi Anggraeni,3,PT Inovasi Media,HR Intern,Part-time,Placement,2023-10-10,Placement
TS12372,20238553,TC3572,Bagus Fitriani,2,CV Kreasi Gemilang,IT Support,Magang,Ghosting,2024-03-03,Ghosting
TS12373,20222532,TC3572,Nadia Kusuma,4,CV Kreasi Gemilang,IT Support,Magang,Interview User,2024-01-21,On Progress
TS12374,20222081,TC3573,Qori Santoso,3,PT Abadi Solusi,Environmental Analyst,Magang,Selecting Student by Company,2023-12-03,On Progress
TS12375,202118287,TC3573,Nanda Firdaus,5,PT Abadi Solusi,Environmental Analyst,Magang,Finish,2024-01-16,Ghosting
TS12376,20218467,TC3573,Dani Safitri,5,PT Abadi Solusi,Environmental Analyst,Magang,Rejected,2024-01-25,Rejection Screening CV
TS12377,202322771,TC3574,Pandu Suryadi,3,PT Solusi Bangsa,Data Analyst,Part-time,Placement,2023-11-15,Placement
TS12378,20229021,TC3574,Taufik Anggraeni,3,PT Solusi Bangsa,Data Analyst,Part-time,Rejected,2023-12-10,Rejection Interview User
TS12379,202115991,TC3574,Gilang Kurniawan,5,PT Solusi Bangsa,Data Analyst,Part-time,Finish,2023-12-08,On Progress
TS12380,20203503,TC3575,Nanda Suryadi,8,CV Nusa Teknologi,Regulatory Affairs Intern,Magang,Interview User,2023-12-10,On Progress
TS12381,20216285,TC3575,Laila Gunawan,5,CV Nusa Teknologi,Regulatory Affairs Intern,Magang,Interview User,2023-12-01,On Progress
TS12382,202123754,TC3575,Erlangga Wijaya,7,CV Nusa Teknologi,Regulatory Affairs Intern,Magang,Rejected,2023-12-09,Rejection Screening CV
TS12383,202122885,TC3576,Gita Dewi,5,CV Sejahtera Utama,Data Science Intern,Magang,Rejected,2023-09-18,Rejection Study Case
TS12384,202318136,TC3576,Naufal Pratama,2,CV Sejahtera Utama,Data Science Intern,Magang,Placement,2023-10-26,Placement
TS12385,202124310,TC3576,Pandu Putra,7,CV Sejahtera Utama,Data Science Intern,Magang,Finish,2023-10-09,Placement
TS12386,202119657,TC3576,Dian Maulana,5,CV Sejahtera Utama,Data Science Intern,Magang,Rejected,2023-11-29,Rejection Interview User
TS12387,20225634,TC3577,Dimas Nugraha,5,CV Cipta Nusantara,Research Associate,Magang,CDC Briefing Student,2023-11-12,On Progress
TS12388,202010280,TC3577,Rani Hakim,8,CV Cipta Nusantara,Research Associate,Magang,Finish,2023-11-18,Rejection Screening CV
TS12389,202017472,TC3577,Ulfa Hakim,9,CV Cipta Nusantara,Research Associate,Magang,FU 1,2023-11-16,On Progress
TS12390,20201611,TC3577,Tiara Ramadhani,9,CV Cipta Nusantara,Research Associate,Magang,CDC Briefing Student,2023-11-02,On Progress
TS12391,202021744,TC3577,Rizky Puspitasari,9,CV Cipta Nusantara,Research Associate,Magang,Rejected,2024-01-07,Rejection Final Interview
TS12392,202118602,TC3578,Isna Pangestu,7,CV Mandiri Informatika,Content Writer,Magang,Finish,2024-03-18,Placement
TS12393,202220760,TC3579,Budi Nugroho,3,PT Cipta Teknologi,Data Entry Operator,Part-time,Ghosting,2024-01-11,Ghosting
TS12394,20222555,TC3579,Ratna Kusuma,5,PT Cipta Teknologi,Data Entry Operator,Part-time,Study Case,2023-12-13,On Progress
TS12395,202119065,TC3579,Prasetyo Ardiansyah,6,PT Cipta Teknologi,Data Entry Operator,Part-time,Final Interview,2023-12-24,On Progress
TS12396,20222938,TC3579,Dian Oktaviani,5,PT Cipta Teknologi,Data Entry Operator,Part-time,Placement,2023-12-24,Placement
TS12397,20214828,TC3580,Indah Cahyani,6,PT Graha Systems,Agricultural Engineer Intern,Magang,Placement,2024-01-09,Placement
TS12398,202310224,TC3580,Farhan Pratama,3,PT Graha Systems,Agricultural Engineer Intern,Magang,FU 2,2023-12-18,On Progress
TS12399,20210009,TC3580,Dinda Firdaus,6,PT Graha Systems,Agricultural Engineer Intern,Magang,Placement,2023-12-11,Placement
TS12400,202121835,TC3580,Rani Setiawan,5,PT Graha Systems,Agricultural Engineer Intern,Magang,Rejected,2023-11-10,Rejection Study Case
TS12401,20207007,TC3580,Isna Safitri,7,PT Graha Systems,Agricultural Engineer Intern,Magang,Placement,2023-12-29,Placement
TS12402,202017558,TC3580,Nadia Putra,7,PT Graha Systems,Agricultural Engineer Intern,Magang,Rejected,2023-12-31,Rejection Final Interview
TS12403,202318300,TC3581,Januar Fitriani,3,PT Mitra Bersama,Agricultural Engineer Intern,Part-time,Rejected,2023-09-05,Rejection Final Interview
TS12404,202123981,TC3581,Lukman Putra,5,PT Mitra Bersama,Agricultural Engineer Intern,Part-time,Finish,2023-10-19,On Progress
TS12405,20233046,TC3581,Eka Hartono,2,PT Mitra Bersama,Agricultural Engineer Intern,Part-time,Placement,2023-09-27,Placement
TS12406,201913599,TC3582,Fitri Cahyono,10,PT Mega Analitika,Data Analyst,Part-time,Rejected,2024-01-15,Rejection Interview User
TS12407,202215194,TC3582,Aditya Handoko,3,PT Mega Analitika,Data Analyst,Part-time,Rejected,2023-11-23,Rejection Study Case
TS12408,202213202,TC3582,Dinda Kurniawan,4,PT Mega Analitika,Data Analyst,Part-time,Ghosting,2024-01-19,Ghosting
TS12409,20201439,TC3583,Olivia Kusuma,7,PT Daya Data,UI/UX Designer,Magang,Placement,2024-02-07,Placement
TS12410,202310057,TC3583,Kevin Fitriani,2,PT Daya Data,UI/UX Designer,Magang,Interview User,2024-01-10,On Progress
TS12411,201915890,TC3583,Anggi Nugroho,11,PT Daya Data,UI/UX Designer,Magang,Selecting Student by Company,2023-12-18,On Progress
TS12412,20212719,TC3583,Bayu Wulandari,7,PT Daya Data,UI/UX Designer,Magang,Final Interview,2024-01-24,On Progress
TS12413,20225270,TC3583,Cahyo Maulana,4,PT Daya Data,UI/UX Designer,Magang,Selecting Student by Company,2023-12-16,On Progress
TS12414,20229654,TC3583,Ulfa Wardani,4,PT Daya Data,UI/UX Designer,Magang,Placement,2024-01-11,Placement
TS12415,201922176,TC3583,Mira Puspitasari,11,PT Daya Data,UI/UX Designer,Magang,Rejected,2024-02-24,Rejection Screening CV
TS12416,20218148,TC3584,Aldi Safitri,5,CV Graha Informatika,Brand Executive Intern,Magang,Rejected,2023-12-25,Rejection Interview User
TS12417,20234503,TC3584,Joko Gunawan,3,CV Graha Informatika,Brand Executive Intern,Magang,CDC Briefing Student,2023-10-17,On Progress
TS12418,202321642,TC3584,Salma Ramadhan,2,CV Graha Informatika,Brand Executive Intern,Magang,Finish,2023-11-03,On Progress
TS12419,20216062,TC3584,Citra Fitriani,5,CV Graha Informatika,Brand Executive Intern,Magang,Interview User,2023-11-12,On Progress
TS12420,202013398,TC3585,Riska Pangestu,8,PT Graha Global,Supply Chain Intern,Full-time,Placement,2024-02-11,Placement
TS12421,20218434,TC3585,Hendra Handoko,7,PT Graha Global,Supply Chain Intern,Full-time,Rejected,2023-12-03,Rejection Screening CV
TS12422,202216056,TC3585,Nanda Setiawan,4,PT Graha Global,Supply Chain Intern,Full-time,Finish,2024-01-21,Placement
TS12423,20222734,TC3586,Isna Sulistyo,4,PT Nusa Nusantara,UI/UX Designer,Magang,Study Case,2024-02-16,On Progress
TS12424,20219591,TC3586,Yuni Handoko,6,PT Nusa Nusantara,UI/UX Designer,Magang,Rejected,2024-02-14,Rejection Study Case
TS12425,20222493,TC3586,Julia Kusuma,4,PT Nusa Nusantara,UI/UX Designer,Magang,Interview User,2024-03-06,On Progress
TS12426,202124280,TC3587,Fani Santoso,7,PT Abadi Sentosa,HR Intern,Magang,Selecting Student by Company,2023-09-11,On Progress
TS12427,20207331,TC3587,Prasetyo Ningsih,7,PT Abadi Sentosa,HR Intern,Magang,Finish,2023-10-06,Ghosting
TS12428,20236384,TC3588,Lestari Oktaviani,3,CV Sentosa Karya,Digital Marketing Intern,Magang,Placement,2023-09-22,Placement
TS12429,202118634,TC3588,Hasna Nugraha,6,CV Sentosa Karya,Digital Marketing Intern,Magang,Rejected,2023-11-03,Rejection Screening CV
TS12430,20220094,TC3588,Prita Mahendra,5,CV Sentosa Karya,Digital Marketing Intern,Magang,Placement,2023-10-30,Placement
TS12431,20216862,TC3588,Luthfi Utami,5,CV Sentosa Karya,Digital Marketing Intern,Magang,Rejected,2023-10-01,Rejection Screening CV
TS12432,202214401,TC3588,Budi Cahyono,5,CV Sentosa Karya,Digital Marketing Intern,Magang,Placement,2023-11-11,Placement
TS12433,202117686,TC3589,Vina Fitriani,7,PT Nusa Cerdas,Business Development Intern,Part-time,Study Case,2023-09-26,On Progress
TS12434,202120469,TC3589,Gilang Firdaus,5,PT Nusa Cerdas,Business Development Intern,Part-time,FU 1,2023-09-18,On Progress
TS12435,20230719,TC3589,Kirana Sari,3,PT Nusa Cerdas,Business Development Intern,Part-time,FU 1,2023-09-26,On Progress
TS12436,20216438,TC3589,Anggi Firdaus,6,PT Nusa Cerdas,Business Development Intern,Part-time,Final Interview,2023-10-14,On Progress
TS12437,20226281,TC3590,Candra Prabowo,5,PT Prima Terapan,Curriculum Developer,Magang,FU 2,2023-10-10,On Progress
TS12438,20214728,TC3590,Oscar Prasetya,7,PT Prima Terapan,Curriculum Developer,Magang,Finish,2023-09-20,Rejection Interview User
TS12439,20209056,TC3590,Rafi Mahendra,8,PT Prima Terapan,Curriculum Developer,Magang,FU 1,2023-10-12,On Progress
TS12440,202210308,TC3590,Vino Adriansyah,5,PT Prima Terapan,Curriculum Developer,Magang,Selecting Student by Company,2023-09-19,On Progress
TS12441,20233324,TC3591,Hesti Gunawan,2,PT Bumi Media,Agricultural Engineer Intern,Magang,Placement,2023-11-11,Placement
TS12442,20222562,TC3591,Riska Suryadi,4,PT Bumi Media,Agricultural Engineer Intern,Magang,Interview User,2023-10-26,On Progress
TS12443,202021827,TC3591,Guntur Wijaya,8,PT Bumi Media,Agricultural Engineer Intern,Magang,CDC Briefing Student,2023-10-27,On Progress
TS12444,202018313,TC3591,Rizky Cahyani,7,PT Bumi Media,Agricultural Engineer Intern,Magang,Placement,2023-12-20,Placement
TS12445,202016330,TC3592,Farhan Pratama,9,CV Bakti Utama,Data Analyst,Magang,Placement,2023-09-22,Placement
TS12446,202317425,TC3592,Bunga Handayani,2,CV Bakti Utama,Data Analyst,Magang,Rejected,2023-09-26,Rejection Study Case
TS12447,20200697,TC3593,Faisal Puspitasari,9,PT Abadi Media,Marketing Intern,Part-time,Finish,2024-01-28,Rejection Screening CV
TS12448,202022910,TC3593,Nanda Ardiansyah,9,PT Abadi Media,Marketing Intern,Part-time,Finish,2024-02-13,On Progress
TS12449,201916915,TC3593,Dimas Wardani,9,PT Abadi Media,Marketing Intern,Part-time,Rejected,2024-02-16,Rejection Study Case
TS12450,202314740,TC3594,Hendra Syahputra,3,PT Sukses Logistik,Risk Analyst,Magang,Rejected,2024-01-12,Rejection Screening CV
TS12451,202013188,TC3594,Rendy Oktaviani,7,PT Sukses Logistik,Risk Analyst,Magang,Final Interview,2023-12-08,On Progress
TS12452,20197511,TC3595,Farhan Ningsih,11,PT Digital Pratama,Marketing Intern,Magang,Ghosting,2023-11-24,Ghosting
TS12453,202116843,TC3595,Januar Dewi,5,PT Digital Pratama,Marketing Intern,Magang,Placement,2023-11-25,Placement
TS12454,202021360,TC3595,Putri Fitriani,8,PT Digital Pratama,Marketing Intern,Magang,FU 3,2023-10-26,On Progress
TS12455,202316262,TC3596,Bima Ramadhan,2,CV Inovasi Utama,NOC Technician,Part-time,Rejected,2024-05-02,Rejection Study Case
TS12456,202215390,TC3596,Laila Pratama,3,CV Inovasi Utama,NOC Technician,Part-time,Rejected,2024-04-19,Rejection Interview User
TS12457,20206566,TC3596,Indah Budiman,9,CV Inovasi Utama,NOC Technician,Part-time,Placement,2024-05-12,Placement
TS12458,20236723,TC3596,Citra Maulana,2,CV Inovasi Utama,NOC Technician,Part-time,Rejected,2024-02-28,Rejection Interview User
TS12459,202111924,TC3597,Dani Kurniawan,6,CV Esa Karya,Industrial Engineer Intern,Magang,Rejected,2024-03-10,Rejection Interview User
TS12460,20217664,TC3597,Ahmad Ramadhan,6,CV Esa Karya,Industrial Engineer Intern,Magang,Final Interview,2024-03-29,On Progress
TS12461,202111629,TC3597,Ahmad Handoko,5,CV Esa Karya,Industrial Engineer Intern,Magang,Rejected,2024-03-31,Rejection Study Case
TS12462,202010526,TC3597,Hendra Permana,8,CV Esa Karya,Industrial Engineer Intern,Magang,Ghosting,2024-04-30,Ghosting
TS12463,202320890,TC3597,Rafi Anggraeni,2,CV Esa Karya,Industrial Engineer Intern,Magang,Rejected,2024-03-24,Rejection Final Interview
TS12464,202317578,TC3598,Farah Ramadhan,2,CV Sejahtera Pratama,Quality Control Staff,Full-time,Rejected,2024-04-05,Rejection Interview User
TS12465,202320573,TC3598,Maya Firdaus,2,CV Sejahtera Pratama,Quality Control Staff,Full-time,Interview User,2024-01-27,On Progress
TS12466,202112193,TC3598,Teguh Ningsih,7,CV Sejahtera Pratama,Quality Control Staff,Full-time,Placement,2024-03-28,Placement
TS12467,20237852,TC3599,Qori Fitriani,2,CV Indo Indonesia,IT Support,Magang,Rejected,2023-11-17,Rejection Final Interview
TS12468,20216842,TC3599,Dafa Mahendra,6,CV Indo Indonesia,IT Support,Magang,CDC Briefing Student,2023-10-12,On Progress
TS12469,202021208,TC3600,Prasetyo Handayani,7,CV Bakti Perkasa,Research Assistant,Magang,Selecting Student by Company,2023-10-23,On Progress
TS12470,20230539,TC3600,Eka Wardani,2,CV Bakti Perkasa,Research Assistant,Magang,Selecting Student by Company,2023-10-29,On Progress
TS12471,202221182,TC3600,Elsa Putra,3,CV Bakti Perkasa,Research Assistant,Magang,Finish,2023-12-01,Rejection Screening CV
TS12472,202016401,TC3600,Taufik Hartono,9,CV Bakti Perkasa,Research Assistant,Magang,Interview User,2023-11-02,On Progress
TS12473,202116394,TC3600,Sari Suryadi,7,CV Bakti Perkasa,Research Assistant,Magang,Rejected,2023-11-14,Rejection Final Interview
TS12474,202217309,TC3600,Prita Kusuma,3,CV Bakti Perkasa,Research Assistant,Magang,Placement,2023-11-19,Placement
TS12475,20224358,TC3601,Farhan Febriani,3,CV Bina Indonesia,Operations Intern,Magang,Rejected,2023-11-04,Rejection Interview User
TS12476,20215969,TC3601,Hasna Wijaya,7,CV Bina Indonesia,Operations Intern,Magang,Placement,2023-12-15,Placement
TS12477,20221368,TC3601,Erlangga Utami,4,CV Bina Indonesia,Operations Intern,Magang,Interview User,2023-11-22,On Progress
TS12478,202214945,TC3602,Faisal Syahputra,4,PT Indo Kreatif,Digital Marketing Intern,Magang,Placement,2023-10-03,Placement
TS12479,20202269,TC3603,Dwi Anggraeni,9,PT Solusi Nusantara,IT Support,Magang,Finish,2023-11-01,On Progress
TS12480,20224387,TC3603,Eka Sulistyo,4,PT Solusi Nusantara,IT Support,Magang,Final Interview,2023-10-14,On Progress
TS12481,202321651,TC3604,Nadya Wardani,2,PT Digital Sentosa,Actuarial Analyst Intern,Magang,Selecting Student by Company,2023-11-19,On Progress
TS12482,202122358,TC3604,Tiara Prabowo,6,PT Digital Sentosa,Actuarial Analyst Intern,Magang,Rejected,2023-11-23,Rejection Study Case
TS12483,201922535,TC3604,Yoga Mahendra,10,PT Digital Sentosa,Actuarial Analyst Intern,Magang,Finish,2024-01-26,Ghosting
TS12484,20205911,TC3604,Julia Utami,8,PT Digital Sentosa,Actuarial Analyst Intern,Magang,Study Case,2023-12-04,On Progress
TS12485,202113358,TC3604,Galih Kusuma,5,PT Digital Sentosa,Actuarial Analyst Intern,Magang,Rejected,2023-11-14,Rejection Screening CV
TS12486,202215381,TC3604,Pandu Kusuma,5,PT Digital Sentosa,Actuarial Analyst Intern,Magang,FU 3,2023-12-30,On Progress
TS12487,202223397,TC3604,Kevin Safitri,5,PT Digital Sentosa,Actuarial Analyst Intern,Magang,Placement,2024-02-03,Placement
TS12488,202122343,TC3605,Mira Prabowo,6,PT Sukses Konsultan,Agricultural Engineer Intern,Part-time,Placement,2024-03-05,Placement
TS12489,202116595,TC3605,Mira Dewi,5,PT Sukses Konsultan,Agricultural Engineer Intern,Part-time,Placement,2024-01-26,Placement
TS12490,202214821,TC3605,Lestari Ardiansyah,5,PT Sukses Konsultan,Agricultural Engineer Intern,Part-time,FU 2,2024-01-11,On Progress
TS12491,202111117,TC3605,Rangga Firdaus,5,PT Sukses Konsultan,Agricultural Engineer Intern,Part-time,Rejected,2024-01-19,Rejection Interview User
TS12492,20237933,TC3606,Arif Fitriani,2,PT Andalas Perkasa,Mechanical Engineer Intern,Full-time,Selecting Student by Company,2023-08-20,On Progress
TS12493,20202165,TC3607,Wulan Ramadhani,9,PT Bangkit Terapan,Content Writer,Full-time,Ghosting,2024-04-21,Ghosting
TS12494,20218798,TC3607,Budi Cahyono,7,PT Bangkit Terapan,Content Writer,Full-time,Rejected,2024-03-14,Rejection Interview User
TS12495,20220296,TC3607,Bagus Kurniawan,4,PT Bangkit Terapan,Content Writer,Full-time,Rejected,2024-03-23,Rejection Study Case
TS12496,202014524,TC3607,Dani Handayani,9,PT Bangkit Terapan,Content Writer,Full-time,Rejected,2024-02-11,Rejection Interview User
TS12497,201912357,TC3607,Kartika Rahmawati,10,PT Bangkit Terapan,Content Writer,Full-time,Placement,2024-03-15,Placement
TS12498,20229513,TC3607,Aldi Firmansyah,4,PT Bangkit Terapan,Content Writer,Full-time,Finish,2024-02-16,Ghosting
TS12499,202123247,TC3608,Gilang Kusuma,6,PT Nusa Systems,Consultant Intern,Full-time,Ghosting,2024-02-08,Ghosting
TS12500,202115914,TC3608,Galih Hartono,5,PT Nusa Systems,Consultant Intern,Full-time,Finish,2023-12-21,Placement
TS12501,20230789,TC3608,Eka Prasetya,2,PT Nusa Systems,Consultant Intern,Full-time,FU 3,2024-01-10,On Progress
TS12502,202220925,TC3609,Farah Hartono,4,PT Sukses Solusi,Production Planning Intern,Part-time,Final Interview,2024-03-03,On Progress
TS12503,20219327,TC3609,Kevin Suryadi,7,PT Sukses Solusi,Production Planning Intern,Part-time,Placement,2024-04-10,Placement
TS12504,202210663,TC3609,Mega Wibowo,3,PT Sukses Solusi,Production Planning Intern,Part-time,Rejected,2024-03-20,Rejection Study Case
TS12505,202221443,TC3609,Rafi Hidayat,3,PT Sukses Solusi,Production Planning Intern,Part-time,Interview User,2024-02-08,On Progress
TS12506,202124491,TC3610,Bayu Ramadhan,7,PT Andalas Abadi,Business Process Analyst,Full-time,Ghosting,2023-12-02,Ghosting
TS12507,202214703,TC3610,Sari Cahyono,3,PT Andalas Abadi,Business Process Analyst,Full-time,FU 1,2023-10-01,On Progress
TS12508,202323772,TC3611,Hendra Nugraha,2,PT Nusa Sejahtera,IT Staff,Part-time,Finish,2023-12-25,Placement
TS12509,20223796,TC3611,Tasya Saputra,4,PT Nusa Sejahtera,IT Staff,Part-time,Rejected,2023-11-06,Rejection Interview User
TS12510,202024588,TC3611,Fani Prabowo,8,PT Nusa Sejahtera,IT Staff,Part-time,Rejected,2024-01-25,Rejection Interview User
TS12511,20226625,TC3611,Zahra Fitriani,3,PT Nusa Sejahtera,IT Staff,Part-time,FU 3,2023-12-05,On Progress
TS12512,202223796,TC3611,Laila Firmansyah,4,PT Nusa Sejahtera,IT Staff,Part-time,Final Interview,2023-11-30,On Progress
TS12513,20208098,TC3611,Nisa Kurniawan,7,PT Nusa Sejahtera,IT Staff,Part-time,Selecting Student by Company,2023-11-14,On Progress
TS12514,202319120,TC3612,Joko Firdaus,2,PT Daya Terapan,Data Analyst,Magang,CDC Briefing Student,2023-09-28,On Progress
TS12515,202221511,TC3612,Qonita Anggraeni,3,PT Daya Terapan,Data Analyst,Magang,Selecting Student by Company,2023-09-27,On Progress
TS12516,20204843,TC3612,Hendra Cahyani,7,PT Daya Terapan,Data Analyst,Magang,Interview User,2023-10-10,On Progress
TS12517,201923172,TC3613,Rafi Kurniawan,9,PT Indo Logistik,IT Staff,Magang,CDC Briefing Student,2024-02-21,On Progress
TS12518,20190512,TC3613,Nanda Rahmawati,10,PT Indo Logistik,IT Staff,Magang,CDC Briefing Student,2024-02-13,On Progress
TS12519,20226616,TC3614,Teguh Adriansyah,5,PT Mitra Systems,Mechanical Engineer Intern,Magang,CDC Briefing Student,2023-09-18,On Progress
TS12520,20212387,TC3614,Laila Kurniawan,7,PT Mitra Systems,Mechanical Engineer Intern,Magang,Rejected,2023-09-10,Rejection Final Interview
TS12521,20213623,TC3615,Nurul Wardani,7,PT Perkasa Global,Data Analyst,Part-time,Study Case,2024-01-12,On Progress
TS12522,202214533,TC3615,Dani Hidayat,3,PT Perkasa Global,Data Analyst,Part-time,Final Interview,2024-02-09,On Progress
TS12523,20221535,TC3615,Hafiz Prabowo,4,PT Perkasa Global,Data Analyst,Part-time,Rejected,2024-01-08,Rejection Final Interview
TS12524,202210536,TC3615,Vino Handoko,3,PT Perkasa Global,Data Analyst,Part-time,Placement,2024-02-04,Placement
TS12525,202321489,TC3615,Dewi Mahendra,2,PT Perkasa Global,Data Analyst,Part-time,FU 2,2024-01-29,On Progress
TS12526,20234642,TC3615,Qonita Hidayat,3,PT Perkasa Global,Data Analyst,Part-time,Placement,2024-02-26,Placement
TS12527,202222835,TC3615,Rangga Setiawan,3,PT Perkasa Global,Data Analyst,Part-time,FU 1,2024-01-20,On Progress
TS12528,20216507,TC3616,Tasya Lestari,5,PT Nusa Perkasa,Quality Control Staff,Full-time,FU 3,2023-11-18,On Progress
TS12529,20236264,TC3616,Yoga Sari,2,PT Nusa Perkasa,Quality Control Staff,Full-time,Finish,2023-10-17,Rejection Interview User
TS12530,20195234,TC3616,Wulan Santoso,9,PT Nusa Perkasa,Quality Control Staff,Full-time,Finish,2023-10-31,On Progress
TS12531,202312571,TC3616,Sari Permana,2,PT Nusa Perkasa,Quality Control Staff,Full-time,CDC Briefing Student,2023-11-13,On Progress
TS12532,202113750,TC3617,Lina Wulandari,6,PT Mitra Abadi,IT Support,Magang,Finish,2024-01-28,Rejection Screening CV
TS12533,202214448,TC3617,Fitri Oktaviani,4,PT Mitra Abadi,IT Support,Magang,Placement,2024-01-18,Placement
TS12534,20238464,TC3617,Citra Wibowo,3,PT Mitra Abadi,IT Support,Magang,Rejected,2024-01-24,Rejection Interview User
TS12535,202322860,TC3617,Farah Mahendra,3,PT Mitra Abadi,IT Support,Magang,Rejected,2024-01-16,Rejection Final Interview
TS12536,20205742,TC3617,Hasna Adriansyah,8,PT Mitra Abadi,IT Support,Magang,Ghosting,2024-01-22,Ghosting
TS12537,20220365,TC3617,Hesti Maulana,3,PT Mitra Abadi,IT Support,Magang,FU 1,2024-01-07,On Progress
TS12538,201923172,TC3618,Rafi Kurniawan,9,PT Mitra Informatika,Electrical Engineer Intern,Magang,Ghosting,2024-01-26,Ghosting
TS12539,202224937,TC3618,Dimas Nugraha,5,PT Mitra Informatika,Electrical Engineer Intern,Magang,Rejected,2024-01-03,Rejection Screening CV
TS12540,202115837,TC3618,Prita Maulana,7,PT Mitra Informatika,Electrical Engineer Intern,Magang,FU 3,2024-01-03,On Progress
TS12541,202217401,TC3619,Qori Safitri,5,PT Cipta Digital,Software Engineer Intern,Magang,Interview User,2023-11-01,On Progress
TS12542,20220601,TC3619,Bayu Oktaviani,5,PT Cipta Digital,Software Engineer Intern,Magang,Study Case,2023-11-10,On Progress
