id_status;NIM;email;nama;semester;program_studi;no_whatsapp;CV;portofolio;IPK;status;domisili;ketersediaan;tools;sync_date
SS5636;20225636;20225636@student.uns.ac.id;Dian Ningsih;3;Statistika;81277480281;Ada;Ada;3.23;Active;Yogyakarta;Available;Python, Power BI, SQL, Excel, SAS;22/10/2023
SS5637;20225637;20225637@student.uns.ac.id;Aditya Ramadhan;3;Teknik Mesin;87752224046;Ada;Ada;3.19;Active;Bandung;Available;MATLAB, CNC Programming, SolidWorks, ANSYS, AutoCAD;15/10/2024
SS5638;20215638;20215638@student.uns.ac.id;Rizky Hartono;5;Teknik Elektro;81317602170;Ada;Ada;3.08;Active;Surakarta;Placed;Proteus, LabVIEW, Verilog, C/C++;24/09/2024
SS5639;20215639;20215639@student.uns.ac.id;Krisna Wardani;7;Ilmu Komunikasi;85684185487;Tidak Ada;Tidak Ada;2.89;Active;Surakarta;Available;Figma, WordPress, Adobe Premiere;13/08/2023
SS5640;20225640;20225640@student.uns.ac.id;Arif Budiman;3;Akuntansi;85717845043;Ada;Ada;3.46;Active;Depok;Placed;Power BI, MYOB, Jurnal.id, Accurate;22/09/2023
SS5641;20225641;20225641@student.uns.ac.id;Qori Utami;3;Agroteknologi;85332444285;Ada;Ada;3.07;Active;Bekasi;Placed;AutoCAD, QGIS, Drone Mapping, Excel;19/07/2024
SS5642;20235642;20235642@student.uns.ac.id;Anggi Cahyono;2;Manajemen;87871284461;Tidak Ada;Tidak Ada;3.35;Lulus;Jakarta;Tidak Aktif;Canva, Google Analytics, SQL, Excel, SAP;30/08/2023
SS5643;20195643;20195643@student.uns.ac.id;Citra Prabowo;9;Sistem Informasi;85812468473;Ada;Ada;3.38;Active;Malang;Placed;ERPNext, Tableau;04/02/2023
SS5644;20225644;20225644@student.uns.ac.id;Hafiz Hakim;5;Ilmu Hukum;82223608211;Ada;Tidak Ada;3.39;Active;Magelang;Available;Westlaw, Microsoft Office, LexisNexis, JDIH;14/04/2023
SS5645;20235645;20235645@student.uns.ac.id;Bima Santoso;2;Sistem Informasi;87788638121;Ada;Ada;3.2;Active;Bandung;Available;ERPNext, Java, Tableau, SQL, Python;22/01/2025
SS5646;20225646;20225646@student.uns.ac.id;Cahyo Santoso;5;Ilmu Komunikasi;81220356379;Ada;Tidak Ada;3.34;Active;Bekasi;Available;CapCut, Adobe Premiere, WordPress, Google Analytics;27/02/2024
SS5647;20225647;20225647@student.uns.ac.id;Wahyu Firmansyah;5;Ilmu Komunikasi;87793146207;Ada;Tidak Ada;3.21;Active;Surakarta;Placed;Google Analytics, Hootsuite, WordPress, Figma;02/11/2024
SS5648;20205648;20205648@student.uns.ac.id;Riska Prabowo;9;Manajemen;87846354790;Tidak Ada;Tidak Ada;3.68;Active;Surakarta;Available;SAP, Power BI;27/10/2024
SS5649;20225649;20225649@student.uns.ac.id;Prasetyo Sari;3;Desain Komunikasi Visual;85336965540;Ada;Ada;3.9;Active;Surakarta;Tidak Aktif;Blender, Sketch;20/12/2023
SS5650;20195650;20195650@student.uns.ac.id;Intan Saputra;11;Informatika;87848525673;Ada;Tidak Ada;3.15;Active;Jakarta;Placed;Git, C++;10/08/2024
SS5651;20215651;20215651@student.uns.ac.id;Galih Anggraeni;6;Pendidikan Teknik Informatika;85399762529;Ada;Ada;2.89;Lulus;Jakarta;Tidak Aktif;Python, Git;29/11/2023
SS5652;20205652;20205652@student.uns.ac.id;Erlangga Wardani;7;Teknik Industri;82117957425;Ada;Ada;3.72;Active;Surakarta;Placed;SolidWorks, AutoCAD, SAP;10/11/2023
SS5653;20215653;20215653@student.uns.ac.id;Joko Nugraha;5;Teknik Industri;82253682853;Ada;Ada;2.95;Active;Karanganyar;Available;Excel, MATLAB, Minitab, Python, SolidWorks;10/07/2023
SS5654;20215654;20215654@student.uns.ac.id;Rizky Sulistyo;6;Desain Komunikasi Visual;87748619161;Ada;Tidak Ada;3.66;Active;Malang;Placed;Figma, Sketch, Adobe After Effects, InDesign;16/08/2024
SS5655;20235655;20235655@student.uns.ac.id;Amelia Kusuma;2;Informatika;82215484145;Ada;Ada;3.52;Inactive;Surakarta;Tidak Aktif;Git, Python, JavaScript, Docker, Laravel;21/12/2023
SS5656;20215656;20215656@student.uns.ac.id;Luthfi Pangestu;6;Pendidikan Teknik Informatika;85817698485;Tidak Ada;Tidak Ada;3.78;Active;Surakarta;Available;JavaScript, Python, HTML/CSS, Scratch;07/12/2023
SS5657;20215657;20215657@student.uns.ac.id;Hesti Nugroho;6;Akuntansi;81230844909;Ada;Tidak Ada;3.64;Active;Karanganyar;Placed;Power BI, SAP, Excel, Accurate;15/10/2024
SS5658;20235658;20235658@student.uns.ac.id;Ayu Pangestu;2;Ilmu Komunikasi;85666334688;Ada;Tidak Ada;3.4;Active;Klaten;Available;Canva, Google Analytics, Adobe Premiere, CapCut, Figma;07/02/2023
SS5659;20225659;20225659@student.uns.ac.id;Dwi Safitri;4;Teknik Industri;85865475978;Ada;Tidak Ada;3.62;Cuti;Boyolali;Tidak Aktif;AutoCAD, Minitab, SolidWorks, SAP, Python;02/10/2024
SS5660;20215660;20215660@student.uns.ac.id;Putri Rahmawati;6;Teknik Mesin;87887768925;Ada;Ada;3.22;Active;Yogyakarta;Available;ANSYS, CNC Programming, SolidWorks, MATLAB;17/08/2024
SS5661;20215661;20215661@student.uns.ac.id;Wahyu Anggara;6;Psikologi;85246542473;Ada;Tidak Ada;3.44;Active;Surakarta;Placed;Qualtrics, SPSS, Jamovi;21/06/2023
SS5662;20225662;20225662@student.uns.ac.id;Hana Oktaviani;4;Teknik Sipil;85656681780;Ada;Tidak Ada;3.46;Active;Surabaya;Available;ETABS, SAP2000;23/04/2024
SS5663;20215663;20215663@student.uns.ac.id;Nadya Hartono;6;Sastra Inggris;83804164101;Ada;Tidak Ada;3.01;Active;Surakarta;Available;CAT Tools, SDL Trados;11/07/2023
SS5664;20225664;20225664@student.uns.ac.id;Salma Handoko;5;Teknik Industri;85368302191;Ada;Tidak Ada;3.24;Active;Semarang;Placed;Python, SAP, Minitab;14/11/2024
SS5665;20235665;20235665@student.uns.ac.id;Bunga Fitriani;2;Teknik Elektro;81579607050;Ada;Tidak Ada;3.21;Lulus;Yogyakarta;Tidak Aktif;Eagle PCB, Proteus, MATLAB, Python, LabVIEW;06/07/2024
SS5666;20205666;20205666@student.uns.ac.id;Joko Sari;8;Pendidikan Teknik Informatika;83875556710;Ada;Tidak Ada;3.52;Active;Bandung;Placed;Figma, SQL;15/01/2024
SS5667;20225667;20225667@student.uns.ac.id;Faisal Dewi;4;Pendidikan Teknik Informatika;82141634345;Tidak Ada;Ada;3.39;Active;Karanganyar;Available;Python, Git;10/10/2024
SS5668;20215668;20215668@student.uns.ac.id;Tasya Permana;5;Teknik Sipil;85613025547;Ada;Ada;3.16;Active;Surakarta;Available;AutoCAD, SketchUp;29/01/2024
SS5669;20215669;20215669@student.uns.ac.id;Vina Nugroho;5;Sistem Informasi;81620397354;Ada;Ada;3.9;Active;Semarang;Placed;Java, Power BI, ERPNext, Tableau, Python;04/11/2024
SS5670;20195670;20195670@student.uns.ac.id;Qonita Lestari;9;Teknik Mesin;85696503244;Ada;Tidak Ada;3.41;Cuti;Semarang;Tidak Aktif;ANSYS, CATIA, SolidWorks, CNC Programming, MATLAB;16/01/2024
SS5671;20225671;20225671@student.uns.ac.id;Wulan Fitriani;4;Pendidikan Teknik Informatika;81283878432;Ada;Ada;4;Active;Malang;Available;SQL, Moodle, Git;20/08/2023
SS5672;20205672;20205672@student.uns.ac.id;Winda Permana;7;Teknik Sipil;82193870241;Ada;Tidak Ada;3;Active;Klaten;Placed;MS Project, SAP2000, Revit;22/04/2024
SS5673;20235673;20235673@student.uns.ac.id;Julia Oktaviani;2;Informatika;81342054105;Ada;Ada;3.28;Active;Depok;Placed;Java, Flutter, Go;03/09/2023
SS5674;20235674;20235674@student.uns.ac.id;Krisna Permana;2;Akuntansi;81668229046;Ada;Tidak Ada;3.81;Inactive;Jakarta;Tidak Aktif;Power BI, Zahir;07/11/2024
SS5675;20235675;20235675@student.uns.ac.id;Maya Puspitasari;2;Ekonomi Pembangunan;81284562113;Ada;Ada;3.3;Active;Bandung;Placed;Excel, SPSS, EViews, Tableau, Python;02/04/2023
SS5676;20215676;20215676@student.uns.ac.id;Hana Putra;7;Pendidikan Teknik Informatika;85284440413;Ada;Ada;2.94;Active;Bandung;Placed;SQL, JavaScript, Moodle, HTML/CSS;03/11/2023
SS5677;20235677;20235677@student.uns.ac.id;Zahra Nugroho;3;Ilmu Komunikasi;85851103499;Ada;Ada;3.89;Inactive;Surakarta;Tidak Aktif;CapCut, Canva, Google Analytics;25/12/2023
SS5678;20225678;20225678@student.uns.ac.id;Devi Kurniawan;5;Ekonomi Pembangunan;87808799996;Tidak Ada;Ada;3.89;Active;Magelang;Tidak Aktif;Python, Stata, Tableau, R, SPSS;03/08/2024
SS5679;20225679;20225679@student.uns.ac.id;Oscar Wulandari;4;Sistem Informasi;81659423773;Ada;Ada;3.13;Active;Klaten;Placed;Tableau, Power BI;14/02/2024
SS5680;20205680;20205680@student.uns.ac.id;Rani Setiawan;8;Ilmu Hukum;82252731588;Tidak Ada;Ada;3.16;Active;Surakarta;Tidak Aktif;JDIH, LexisNexis, Westlaw;09/01/2025
SS5681;20225681;20225681@student.uns.ac.id;Nanda Wibowo;3;Teknik Industri;85867781947;Ada;Ada;3.46;Active;Jakarta;Placed;Excel, SAP, SolidWorks, Arena Simulation;08/10/2023
SS5682;20235682;20235682@student.uns.ac.id;Kirana Lestari;2;Teknik Industri;81299449409;Ada;Ada;3.34;Inactive;Surakarta;Tidak Aktif;Arena Simulation, Minitab, AutoCAD, Excel;07/04/2023
SS5683;20225683;20225683@student.uns.ac.id;Rangga Ramadhani;5;Manajemen;81511376923;Ada;Ada;2.97;Lulus;Magelang;Tidak Aktif;Canva, Excel;30/08/2024
SS5684;20225684;20225684@student.uns.ac.id;Muhammad Handayani;5;Agroteknologi;85710892832;Tidak Ada;Tidak Ada;3.28;Active;Surakarta;Tidak Aktif;R, Drone Mapping, Excel;30/07/2023
SS5685;20215685;20215685@student.uns.ac.id;Luthfi Saputra;6;Statistika;85619717739;Ada;Tidak Ada;2.98;Active;Surakarta;Tidak Aktif;SPSS, SAS;22/02/2024
SS5686;20215686;20215686@student.uns.ac.id;Fitri Mahendra;5;Manajemen;85677269553;Ada;Ada;3.37;Active;Yogyakarta;Placed;Canva, Excel;27/03/2023
SS5687;20205687;20205687@student.uns.ac.id;Yuni Hartono;9;Sistem Informasi;81283549086;Ada;Tidak Ada;3.3;Active;Bogor;Tidak Aktif;Excel, SQL, Python, PHP, Tableau;15/07/2023
SS5688;20235688;20235688@student.uns.ac.id;Dafa Fitriani;2;Pendidikan Teknik Informatika;81514205334;Ada;Ada;2.97;Active;Surakarta;Tidak Aktif;Scratch, HTML/CSS, JavaScript, SQL, Python;01/03/2024
SS5689;20205689;20205689@student.uns.ac.id;Hesti Maulana;7;Sistem Informasi;85283505550;Ada;Ada;3.13;Inactive;Semarang;Tidak Aktif;SAP, Python, Java;16/01/2024
SS5690;20225690;20225690@student.uns.ac.id;Bima Ningsih;3;Sistem Informasi;87739496855;Ada;Tidak Ada;3.31;Active;Surabaya;Available;Excel, ERPNext, SAP;14/11/2024
SS5691;20235691;20235691@student.uns.ac.id;Eka Ramadhani;2;Desain Komunikasi Visual;85615033431;Ada;Tidak Ada;3.53;Active;Surakarta;Placed;Sketch, Figma;23/05/2023
SS5692;20215692;20215692@student.uns.ac.id;Dian Kurniawan;7;Ilmu Komunikasi;85752622106;Ada;Ada;2.89;Lulus;Bandung;Tidak Aktif;Adobe Premiere, WordPress, Hootsuite, Figma, CapCut;23/09/2023
SS5693;20225693;20225693@student.uns.ac.id;Hanif Setiawan;4;Teknik Industri;82164476874;Ada;Tidak Ada;3.38;Active;Jakarta;Placed;Excel, SolidWorks, MATLAB, AutoCAD;06/09/2024
SS5694;20215694;20215694@student.uns.ac.id;Zahra Firdaus;6;Sistem Informasi;85200433749;Ada;Tidak Ada;3.67;Active;Tangerang;Available;SAP, Tableau, Excel, Power BI;24/05/2024
SS5695;20225695;20225695@student.uns.ac.id;Nisa Hartono;4;Ekonomi Pembangunan;85697784446;Ada;Ada;3.63;Active;Surakarta;Available;EViews, Stata;10/03/2023
SS5696;20215696;20215696@student.uns.ac.id;Isna Febriani;5;Teknik Sipil;87846140466;Ada;Ada;3.43;Active;Surakarta;Available;AutoCAD, SAP2000, MS Project, SketchUp, Revit;28/09/2023
SS5697;20195697;20195697@student.uns.ac.id;Vina Ramadhan;11;Informatika;81561036977;Ada;Tidak Ada;2.5;Active;Jakarta;Available;MongoDB, Flutter, Docker, JavaScript, React;30/04/2024
SS5698;20225698;20225698@student.uns.ac.id;Arif Pangestu;5;Ekonomi Pembangunan;82192861371;Ada;Ada;3.42;Active;Jakarta;Placed;R, Python;12/06/2024
SS5699;20215699;20215699@student.uns.ac.id;Putri Nugraha;7;Manajemen;82216370749;Ada;Ada;3.08;Active;Depok;Tidak Aktif;Power BI, Canva, SPSS;26/11/2023
SS5700;20215700;20215700@student.uns.ac.id;Bagus Suryadi;7;Ilmu Komunikasi;85706993117;Ada;Ada;3.49;Inactive;Klaten;Tidak Aktif;WordPress, CapCut, Adobe Premiere, Google Analytics, Canva;01/09/2024
SS5701;20215701;20215701@student.uns.ac.id;Ulfa Permana;5;Psikologi;83815744431;Tidak Ada;Ada;3.22;Active;Semarang;Tidak Aktif;NVivo, SPSS, Excel, Google Forms, Jamovi;09/02/2023
SS5702;20235702;20235702@student.uns.ac.id;Dimas Suryadi;2;Informatika;82147242701;Ada;Ada;3.51;Active;Surakarta;Available;MongoDB, Python, React;23/09/2024
SS5703;20205703;20205703@student.uns.ac.id;Naufal Hakim;8;Ilmu Hukum;85686140964;Ada;Ada;3.41;Lulus;Surakarta;Tidak Aktif;JDIH, Westlaw, LexisNexis, Microsoft Office;07/06/2023
SS5704;20225704;20225704@student.uns.ac.id;Hesti Cahyani;3;Pendidikan Teknik Informatika;81649410355;Tidak Ada;Tidak Ada;3.89;Active;Surakarta;Available;Moodle, Git, Scratch;18/11/2024
SS5705;20225705;20225705@student.uns.ac.id;Indah Suryadi;4;Pendidikan Teknik Informatika;87816497859;Ada;Ada;3.25;Active;Klaten;Placed;Figma, Moodle, SQL, JavaScript, Python;14/02/2023
SS5706;20215706;20215706@student.uns.ac.id;Aldi Safitri;6;Informatika;82126067283;Ada;Tidak Ada;2.77;Active;Surakarta;Tidak Aktif;JavaScript, SQL, C++, MongoDB, Java;31/12/2023
SS5707;20215707;20215707@student.uns.ac.id;Bima Prabowo;5;Teknik Elektro;82163008282;Ada;Tidak Ada;3.15;Active;Surakarta;Placed;MATLAB, Arduino, Verilog, C/C++;06/02/2023
SS5708;20225708;20225708@student.uns.ac.id;Ratna Hidayat;3;Farmasi;85340731186;Ada;Tidak Ada;3.55;Active;Malang;Available;Mendeley, SPSS, Microsoft Office;24/05/2024
SS5709;20215709;20215709@student.uns.ac.id;Nurul Anggara;7;Informatika;87860900023;Ada;Ada;2.76;Active;Jakarta;Placed;React, Docker, MongoDB, Node.js, Flutter;06/06/2023
SS5710;20215710;20215710@student.uns.ac.id;Intan Pangestu;5;Desain Komunikasi Visual;82189124639;Ada;Ada;3.79;Active;Surakarta;Placed;Canva, Figma;24/02/2024
SS5711;20225711;20225711@student.uns.ac.id;Prita Firdaus;3;Desain Komunikasi Visual;87780161816;Ada;Tidak Ada;3.31;Cuti;Karanganyar;Tidak Aktif;Adobe After Effects, Adobe Illustrator;10/01/2025
SS5712;20205712;20205712@student.uns.ac.id;Fajar Kurniawan;8;Teknik Elektro;81255881146;Ada;Ada;2.95;Active;Surabaya;Placed;Verilog, LabVIEW, Eagle PCB, MATLAB, C/C++;19/03/2024
SS5713;20215713;20215713@student.uns.ac.id;Hana Nugraha;7;Informatika;85671403640;Ada;Tidak Ada;3.3;Active;Surabaya;Placed;Laravel, C++, JavaScript, Java;13/04/2023
SS5714;20235714;20235714@student.uns.ac.id;Satria Mahendra;2;Teknik Sipil;83810314949;Tidak Ada;Ada;2.78;Active;Surakarta;Available;SAP2000, MS Project, Revit, SketchUp, AutoCAD;04/08/2024
SS5715;20225715;20225715@student.uns.ac.id;Nadya Prasetya;4;Teknik Mesin;81622583683;Ada;Ada;3.45;Active;Bekasi;Placed;ANSYS, CNC Programming, AutoCAD;15/03/2023
SS5716;20235716;20235716@student.uns.ac.id;Bima Handoko;2;Sistem Informasi;85858768213;Ada;Ada;3.17;Active;Bogor;Placed;Excel, Python, Tableau, SQL;15/09/2023
SS5717;20205717;20205717@student.uns.ac.id;Joko Cahyono;9;Sistem Informasi;82135115634;Tidak Ada;Ada;3.2;Active;Yogyakarta;Tidak Aktif;PHP, BPMN, Java;24/07/2024
SS5718;20215718;20215718@student.uns.ac.id;Ratna Handayani;6;Desain Komunikasi Visual;85702085788;Ada;Ada;3.37;Active;Surakarta;Placed;Blender, Adobe Illustrator, Adobe After Effects, Adobe Photoshop;02/03/2024
SS5719;20205719;20205719@student.uns.ac.id;Dwi Oktaviani;8;Teknik Elektro;85818576777;Ada;Tidak Ada;3.19;Active;Surakarta;Available;MATLAB, Arduino;01/11/2023
SS5720;20215720;20215720@student.uns.ac.id;Rendy Firdaus;7;Sistem Informasi;81504747124;Ada;Ada;3.44;Active;Yogyakarta;Available;SQL, BPMN, Java;27/08/2024
SS5721;20225721;20225721@student.uns.ac.id;Rizky Handoko;3;Teknik Sipil;87780319068;Ada;Ada;3.55;Lulus;Surakarta;Tidak Aktif;SAP2000, SketchUp, ETABS;04/03/2024
SS5722;20205722;20205722@student.uns.ac.id;Faisal Hakim;9;Pendidikan Teknik Informatika;85834534524;Tidak Ada;Ada;3.03;Active;Yogyakarta;Available;JavaScript, Git, Python;09/12/2023
SS5723;20235723;20235723@student.uns.ac.id;Nisa Pratama;2;Pendidikan Teknik Informatika;81637976294;Ada;Tidak Ada;3.66;Active;Semarang;Placed;JavaScript, HTML/CSS, SQL;01/05/2023
SS5724;20215724;20215724@student.uns.ac.id;Surya Nugraha;7;Teknik Mesin;85756283738;Ada;Ada;3.56;Active;Surakarta;Placed;ANSYS, AutoCAD, SolidWorks, MATLAB;13/11/2023
SS5725;20195725;20195725@student.uns.ac.id;Sinta Prabowo;9;Informatika;85649706346;Ada;Tidak Ada;3.17;Active;Yogyakarta;Placed;Laravel, C++, SQL, Java;08/09/2024
SS5726;20235726;20235726@student.uns.ac.id;Prasetyo Safitri;3;Akuntansi;85390905829;Tidak Ada;Ada;3.04;Active;Jakarta;Tidak Aktif;Excel, MYOB;08/02/2024
SS5727;20205727;20205727@student.uns.ac.id;Elsa Sari;8;Informatika;81235049692;Ada;Ada;3.87;Inactive;Semarang;Tidak Aktif;Node.js, C++;23/09/2024
SS5728;20225728;20225728@student.uns.ac.id;Januar Handayani;4;Agroteknologi;82275476038;Ada;Tidak Ada;2.8;Active;Surakarta;Tidak Aktif;QGIS, R;28/03/2023
SS5729;20215729;20215729@student.uns.ac.id;Qori Suryadi;6;Manajemen;81319129285;Tidak Ada;Ada;2.92;Active;Bogor;Tidak Aktif;SQL, Canva, SPSS, Excel, Power BI;16/02/2023
SS5730;20225730;20225730@student.uns.ac.id;Cahyo Wardani;3;Informatika;85265188999;Ada;Ada;3.09;Active;Yogyakarta;Placed;C++, Git;17/03/2024
SS5731;20195731;20195731@student.uns.ac.id;Yuni Santoso;9;Sistem Informasi;87790855507;Tidak Ada;Tidak Ada;3.71;Active;Surakarta;Tidak Aktif;Power BI, SAP, Excel, Python;16/01/2024
SS5732;20235732;20235732@student.uns.ac.id;Ilham Ramadhan;2;Ilmu Komunikasi;81300396361;Ada;Ada;3.85;Active;Surabaya;Placed;Google Analytics, WordPress;13/05/2024
SS5733;20195733;20195733@student.uns.ac.id;Gibran Sulistyo;10;Teknik Industri;85353633237;Ada;Ada;3.3;Active;Surakarta;Available;AutoCAD, Minitab, Python;04/07/2023
SS5734;20235734;20235734@student.uns.ac.id;Dian Prasetya;3;Sistem Informasi;85223476323;Ada;Ada;4;Active;Jakarta;Tidak Aktif;SAP, Power BI, Java, Python, ERPNext;01/01/2025
SS5735;20225735;20225735@student.uns.ac.id;Oki Ningsih;5;Psikologi;83808531697;Ada;Ada;3.41;Active;Surakarta;Tidak Aktif;Qualtrics, Jamovi;12/01/2024
SS5736;20235736;20235736@student.uns.ac.id;Tiara Handayani;2;Teknik Industri;83835579031;Ada;Ada;3.82;Active;Boyolali;Placed;AutoCAD, Excel;24/04/2023
SS5737;20195737;20195737@student.uns.ac.id;Maulana Hakim;9;Sistem Informasi;82257820278;Ada;Ada;3.57;Cuti;Surakarta;Tidak Aktif;Python, ERPNext, SAP, Excel, PHP;11/01/2025
SS5738;20225738;20225738@student.uns.ac.id;Hesti Pangestu;3;Desain Komunikasi Visual;87757723515;Ada;Ada;3.15;Active;Bandung;Placed;Canva, InDesign;23/02/2023
SS5739;20215739;20215739@student.uns.ac.id;Anisa Handoko;6;Manajemen;81670630936;Ada;Ada;3.5;Active;Boyolali;Available;Power BI, Google Analytics, SQL, SPSS;21/12/2023
SS5740;20195740;20195740@student.uns.ac.id;Fitri Handayani;9;Informatika;87748497959;Tidak Ada;Ada;3.73;Active;Malang;Tidak Aktif;Git, MongoDB, Docker, C++, Node.js;28/10/2024
SS5741;20215741;20215741@student.uns.ac.id;Umar Hidayat;5;Sistem Informasi;82151145503;Ada;Tidak Ada;3.18;Active;Magelang;Available;Excel, BPMN, ERPNext, Java;04/08/2023
SS5742;20205742;20205742@student.uns.ac.id;Hasna Adriansyah;8;Sistem Informasi;81214185871;Ada;Ada;2.81;Active;Malang;Placed;ERPNext, Python, Excel, Tableau;12/10/2024
SS5743;20215743;20215743@student.uns.ac.id;Surya Sulistyo;5;Sastra Inggris;85298308277;Ada;Ada;2.98;Active;Jakarta;Tidak Aktif;Microsoft Office, Grammarly;08/10/2023
SS5744;20235744;20235744@student.uns.ac.id;Naufal Wulandari;3;Statistika;87732469695;Ada;Tidak Ada;3.25;Lulus;Surakarta;Tidak Aktif;R, Tableau, Excel;21/07/2024
SS5745;20215745;20215745@student.uns.ac.id;Budi Budiman;7;Akuntansi;85346701090;Ada;Ada;3.52;Active;Boyolali;Available;Zahir, Accurate, SQL, Power BI;06/06/2024
SS5746;20225746;20225746@student.uns.ac.id;Anisa Nugroho;3;Farmasi;85827875043;Ada;Ada;3.44;Active;Surakarta;Available;Microsoft Office, ChemDraw;16/02/2023
SS5747;20225747;20225747@student.uns.ac.id;Ratna Maulana;4;Ilmu Komunikasi;85360022096;Ada;Tidak Ada;3.08;Lulus;Jakarta;Tidak Aktif;Hootsuite, WordPress, CapCut, Google Analytics, Figma;23/06/2024
SS5748;20215748;20215748@student.uns.ac.id;Nanda Mahendra;5;Sistem Informasi;85727874775;Tidak Ada;Tidak Ada;3.01;Active;Klaten;Tidak Aktif;Power BI, ERPNext, SQL;29/01/2025
SS5749;20215749;20215749@student.uns.ac.id;Farah Pangestu;6;Agroteknologi;81248543511;Ada;Tidak Ada;2.87;Active;Surabaya;Placed;QGIS, R, SPSS, AutoCAD, Excel;29/10/2024
SS5750;20225750;20225750@student.uns.ac.id;Nadya Hartono;5;Ilmu Komunikasi;85820425845;Ada;Tidak Ada;3.56;Active;Surakarta;Placed;Canva, Adobe Premiere, Google Analytics, CapCut;07/09/2023
SS5751;20205751;20205751@student.uns.ac.id;Tiara Hartono;9;Manajemen;82161997013;Ada;Tidak Ada;3.19;Inactive;Surakarta;Tidak Aktif;Canva, Google Analytics, Excel, SQL;15/10/2023
SS5752;20215752;20215752@student.uns.ac.id;Isna Setiawan;7;Sastra Inggris;82211488034;Ada;Ada;3.41;Lulus;Jakarta;Tidak Aktif;Microsoft Office, WordPress, Grammarly, SDL Trados;17/06/2024
SS5753;20235753;20235753@student.uns.ac.id;Maulana Suryadi;2;Ilmu Hukum;85807588376;Ada;Tidak Ada;3.36;Inactive;Surakarta;Tidak Aktif;Microsoft Office, JDIH, Mendeley, LexisNexis;05/12/2024
SS5754;20215754;20215754@student.uns.ac.id;Farah Ningsih;7;Informatika;82214549455;Tidak Ada;Ada;3.43;Active;Karanganyar;Tidak Aktif;Python, Java, Go, React;30/07/2023
SS5755;20195755;20195755@student.uns.ac.id;Eka Firmansyah;11;Teknik Mesin;81320376367;Tidak Ada;Tidak Ada;3.3;Lulus;Semarang;Tidak Aktif;MATLAB, ANSYS;22/11/2023
SS5756;20235756;20235756@student.uns.ac.id;Pandu Ningsih;2;Manajemen;85374295066;Ada;Ada;3.32;Active;Semarang;Placed;Google Analytics, Power BI;07/10/2024
SS5757;20225757;20225757@student.uns.ac.id;Dani Syahputra;5;Teknik Mesin;85751553740;Ada;Tidak Ada;3.4;Active;Surakarta;Placed;CATIA, MATLAB;31/12/2024
SS5758;20195758;20195758@student.uns.ac.id;Amelia Rahmawati;11;Ilmu Komunikasi;85363491209;Ada;Tidak Ada;2.73;Active;Surakarta;Placed;WordPress, CapCut, Canva, Hootsuite, Figma;08/07/2023
SS5759;20225759;20225759@student.uns.ac.id;Bunga Anggraeni;3;Desain Komunikasi Visual;85715156819;Ada;Ada;2.83;Lulus;Klaten;Tidak Aktif;Sketch, InDesign, Adobe After Effects;26/05/2024
SS5760;20225760;20225760@student.uns.ac.id;Lestari Budiman;5;Teknik Industri;83858868633;Ada;Ada;3.7;Inactive;Semarang;Tidak Aktif;Excel, MATLAB, SolidWorks;17/09/2023
SS5761;20205761;20205761@student.uns.ac.id;Dinda Utami;9;Sistem Informasi;81537142877;Ada;Tidak Ada;3.22;Active;Bandung;Placed;SQL, SAP, Java, Power BI, Python;09/11/2023
SS5762;20235762;20235762@student.uns.ac.id;Zaki Sari;2;Informatika;85295585412;Ada;Ada;4;Cuti;Surakarta;Tidak Aktif;Git, Docker, C++;13/02/2023
SS5763;20225763;20225763@student.uns.ac.id;Galih Prasetya;4;Desain Komunikasi Visual;81643739184;Ada;Ada;3.86;Active;Surakarta;Available;Adobe Illustrator, Adobe After Effects;13/12/2023
SS5764;20225764;20225764@student.uns.ac.id;Dian Wardani;5;Ekonomi Pembangunan;85295439218;Ada;Tidak Ada;3.31;Active;Tangerang;Placed;R, SPSS, Stata;25/02/2023
SS5765;20235765;20235765@student.uns.ac.id;Bella Kusuma;2;Farmasi;83826848054;Ada;Ada;3.18;Active;Semarang;Available;SPSS, ChemDraw, Python;16/03/2024
SS5766;20225766;20225766@student.uns.ac.id;Nadia Handayani;4;Pendidikan Teknik Informatika;85613279282;Ada;Tidak Ada;2.88;Active;Surakarta;Placed;Figma, Moodle, HTML/CSS, Python, Scratch;07/01/2025
SS5767;20215767;20215767@student.uns.ac.id;Wahyu Setiawan;7;Akuntansi;83842487151;Ada;Ada;3.76;Active;Surakarta;Placed;Accurate, Power BI, MYOB, Excel;04/10/2024
SS5768;20235768;20235768@student.uns.ac.id;Nadia Ardiansyah;2;Sastra Inggris;81252380563;Ada;Tidak Ada;3.37;Active;Surabaya;Available;WordPress, Microsoft Office, Grammarly, CAT Tools;14/06/2023
SS5769;20235769;20235769@student.uns.ac.id;Bayu Prabowo;2;Teknik Elektro;83813659048;Ada;Tidak Ada;3.97;Active;Semarang;Placed;Arduino, C/C++, MATLAB;03/09/2023
SS5770;20215770;20215770@student.uns.ac.id;Prita Safitri;6;Ilmu Komunikasi;87818079724;Ada;Ada;3.56;Active;Bandung;Available;Canva, Hootsuite, CapCut, WordPress, Figma;17/04/2023
SS5771;20215771;20215771@student.uns.ac.id;Salma Santoso;6;Teknik Elektro;81282201370;Ada;Ada;3.44;Active;Semarang;Tidak Aktif;Proteus, MATLAB, LabVIEW, Arduino;17/05/2023
